station,date,t_avg,dew_point,wet_bulb,precip_total,stn_pressure,sea_level,result_speed,result_dir,avg_speed,wet_dry,week,month,year,year_month,year_week
1,2008-10-24,49.0,44,47.0,0.32,29.18,29.96,5.3,19,6.1,1,42,10,2008,200810,200842
2,2008-10-24,51.0,44,47.0,0.63,29.25,29.97,5.6,20,6.9,1,42,10,2008,200810,200842
1,2008-10-25,48.0,40,44.0,0.005,29.02,29.77,11.9,22,12.3,1,42,10,2008,200810,200842
2,2008-10-25,48.0,41,45.0,0.005,29.09,29.79,12.8,23,13.2,0,42,10,2008,200810,200842
1,2008-10-26,47.0,32,41.0,0.005,29.1,29.8,17.2,27,17.8,1,42,10,2008,200810,200842
2,2008-10-26,46.0,34,41.0,0.01,29.17,29.81,17.5,27,18.4,1,42,10,2008,200810,200842
1,2008-10-27,40.0,27,35.0,0.005,29.51,30.2,13.7,31,14.4,0,43,10,2008,200810,200843
2,2008-10-27,41.0,28,35.0,0.005,29.57,30.21,13.4,31,13.9,1,43,10,2008,200810,200843
1,2008-10-28,38.0,23,33.0,0.0,29.54,30.29,10.5,30,10.9,0,43,10,2008,200810,200843
2,2008-10-28,39.0,23,33.0,0.0,29.6,30.31,9.9,30,10.3,0,43,10,2008,200810,200843
1,2008-10-29,42.0,24,34.0,0.0,29.47,30.21,3.7,32,6.2,0,43,10,2008,200810,200843
2,2008-10-29,42.0,25,35.0,0.0,29.54,30.22,1.7,29,6.1,0,43,10,2008,200810,200843
1,2008-10-30,47.0,32,41.0,0.0,29.57,30.31,10.5,19,10.4,0,43,10,2008,200810,200843
2,2008-10-30,49.0,31,41.0,0.0,29.65,30.33,9.3,19,9.4,0,43,10,2008,200810,200843
1,2008-10-31,59.0,46,51.0,0.0,29.57,30.3,5.7,22,7.4,0,43,10,2008,200810,200843
2,2008-10-31,60.0,46,51.0,0.0,29.64,30.3,6.0,22,7.9,0,43,10,2008,200810,200843
1,2009-05-01,53.0,40,47.0,0.02,29.26,29.98,8.4,29,8.5,1,17,5,2009,20095,200917
2,2009-05-01,55.0,42,48.0,0.04,29.33,29.98,8.1,29,8.6,1,17,5,2009,20095,200917
1,2009-05-02,55.0,33,45.0,0.0,29.21,29.94,8.8,26,9.2,0,17,5,2009,20095,200917
2,2009-05-02,55.0,34,46.0,0.0,29.28,29.95,9.2,27,9.5,0,17,5,2009,20095,200917
1,2009-05-03,57.0,34,47.0,0.0,29.19,29.92,3.9,26,4.9,0,17,5,2009,20095,200917
2,2009-05-03,58.0,35,48.0,0.0,29.26,29.92,4.7,26,4.8,0,17,5,2009,20095,200917
1,2009-05-04,57.0,34,47.0,0.0,29.31,30.02,6.5,9,7.6,0,18,5,2009,20095,200918
2,2009-05-04,60.0,36,48.0,0.0,29.37,30.02,7.1,9,8.4,0,18,5,2009,20095,200918
1,2009-05-05,60.0,40,50.0,0.0,29.22,29.95,5.5,13,6.0,0,18,5,2009,20095,200918
2,2009-05-05,62.0,41,51.0,0.0,29.28,29.95,5.1,12,5.9,0,18,5,2009,20095,200918
1,2009-05-06,63.0,51,55.0,0.67,29.05,29.79,6.5,19,8.1,1,18,5,2009,20095,200918
2,2009-05-06,66.0,51,56.0,0.86,29.13,29.8,6.2,19,7.2,1,18,5,2009,20095,200918
1,2009-05-07,67.0,52,57.0,0.19,29.01,29.73,8.5,25,10.3,1,18,5,2009,20095,200918
2,2009-05-07,67.0,53,58.0,0.03,29.08,29.74,8.2,24,9.2,1,18,5,2009,20095,200918
1,2009-05-08,65.0,53,58.0,0.02,28.94,29.68,4.9,21,6.0,1,18,5,2009,20095,200918
2,2009-05-08,66.0,55,59.0,0.01,29.0,29.67,4.4,20,6.1,1,18,5,2009,20095,200918
1,2009-05-09,55.0,44,48.0,0.005,29.19,29.87,6.8,29,11.8,0,18,5,2009,20095,200918
2,2009-05-09,55.0,44,49.0,0.0,29.26,29.87,4.7,28,11.3,0,18,5,2009,20095,200918
1,2009-05-10,54.0,39,46.0,0.0,29.41,30.11,4.7,30,8.4,0,18,5,2009,20095,200918
2,2009-05-10,55.0,40,47.0,0.02,29.47,30.11,5.1,30,9.0,1,18,5,2009,20095,200918
1,2009-05-11,50.0,35,44.0,0.0,29.47,30.2,0.7,8,4.6,0,19,5,2009,20095,200919
2,2009-05-11,51.0,34,44.0,0.0,29.53,30.2,2.1,7,4.5,0,19,5,2009,20095,200919
1,2009-05-12,55.0,34,47.0,0.0,29.38,30.13,9.5,16,9.6,0,19,5,2009,20095,200919
2,2009-05-12,58.0,32,47.0,0.0,29.44,30.13,8.9,16,9.5,0,19,5,2009,20095,200919
1,2009-05-13,62.0,56,58.0,0.55,29.01,29.76,14.4,19,16.4,1,19,5,2009,20095,200919
2,2009-05-13,63.0,58,60.0,1.03,29.08,29.77,12.9,18,14.8,1,19,5,2009,20095,200919
1,2009-05-14,61.0,44,52.0,0.0,29.31,30.0,10.5,27,10.7,0,19,5,2009,20095,200919
2,2009-05-14,62.0,44,53.0,0.005,29.38,30.0,11.1,27,11.3,0,19,5,2009,20095,200919
1,2009-05-15,57.0,51,54.0,0.39,29.28,30.0,6.0,16,8.8,1,19,5,2009,20095,200919
2,2009-05-15,59.0,52,55.0,0.7,29.34,29.99,4.4,15,5.8,1,19,5,2009,20095,200919
1,2009-05-16,54.0,40,49.0,0.0,29.36,30.05,11.0,29,12.5,1,19,5,2009,20095,200919
2,2009-05-16,55.0,41,50.0,0.04,29.41,30.05,11.0,30,12.4,1,19,5,2009,20095,200919
1,2009-05-17,51.0,27,42.0,0.0,29.6,30.32,0.2,33,6.2,0,19,5,2009,20095,200919
2,2009-05-17,50.0,28,42.0,0.0,29.67,30.32,3.3,9,6.5,0,19,5,2009,20095,200919
1,2009-05-18,53.0,33,45.0,0.005,29.54,30.29,9.6,19,9.9,0,20,5,2009,20095,200920
2,2009-05-18,56.0,30,45.0,0.005,29.62,30.3,9.3,19,9.5,0,20,5,2009,20095,200920
1,2009-05-19,66.0,44,55.0,0.0,29.48,30.21,13.5,21,13.8,0,20,5,2009,20095,200920
2,2009-05-19,67.0,43,54.0,0.0,29.55,30.22,12.3,21,12.4,0,20,5,2009,20095,200920
1,2009-05-20,73.0,44,57.0,0.0,29.4,30.13,14.4,20,14.6,0,20,5,2009,20095,200920
2,2009-05-20,73.0,43,57.0,0.005,29.47,30.13,11.9,20,12.1,0,20,5,2009,20095,200920
1,2009-05-21,72.0,49,59.0,0.0,29.38,30.09,7.8,23,12.8,0,20,5,2009,20095,200920
2,2009-05-21,73.0,48,59.0,0.0,29.44,30.09,8.1,25,10.9,0,20,5,2009,20095,200920
1,2009-05-22,61.0,46,53.0,0.0,29.46,30.18,10.4,4,10.7,0,20,5,2009,20095,200920
2,2009-05-22,63.0,47,54.0,0.0,29.5,30.16,10.0,3,10.6,0,20,5,2009,20095,200920
1,2009-05-23,65.0,50,57.0,0.0,29.33,30.06,4.5,7,5.7,0,20,5,2009,20095,200920
2,2009-05-23,67.0,51,58.0,0.005,29.39,30.05,4.5,8,5.5,0,20,5,2009,20095,200920
1,2009-05-24,63.0,46,53.0,0.0,29.34,30.07,10.4,4,11.0,0,20,5,2009,20095,200920
2,2009-05-24,63.0,47,54.0,0.0,29.39,30.05,10.7,3,10.8,0,20,5,2009,20095,200920
1,2009-05-25,61.0,43,51.0,0.04,29.28,30.02,10.3,6,10.8,1,21,5,2009,20095,200921
2,2009-05-25,60.0,46,53.0,0.08,29.33,30.0,8.7,6,9.5,1,21,5,2009,20095,200921
1,2009-05-26,64.0,51,55.0,1.73,29.08,29.82,7.5,5,7.8,1,21,5,2009,20095,200921
2,2009-05-26,66.0,54,58.0,1.38,29.13,29.81,5.7,6,6.8,1,21,5,2009,20095,200921
1,2009-05-27,64.0,58,60.0,0.02,28.95,29.68,3.6,24,7.2,1,21,5,2009,20095,200921
2,2009-05-27,67.0,60,63.0,0.005,29.02,29.67,6.8,24,8.3,1,21,5,2009,20095,200921
1,2009-05-28,58.0,51,54.0,0.0,29.06,29.76,6.8,30,8.1,0,21,5,2009,20095,200921
2,2009-05-28,60.0,51,54.0,0.0,29.11,29.75,6.8,29,8.3,0,21,5,2009,20095,200921
1,2009-05-29,62.0,49,55.0,0.005,29.17,29.88,2.7,32,6.9,0,21,5,2009,20095,200921
2,2009-05-29,66.0,49,55.0,0.0,29.23,29.87,2.0,31,6.8,0,21,5,2009,20095,200921
1,2009-05-30,65.0,46,54.0,0.005,29.09,29.81,2.9,27,6.8,1,21,5,2009,20095,200921
2,2009-05-30,66.0,46,55.0,0.005,29.15,29.8,1.8,29,6.6,0,21,5,2009,20095,200921
1,2009-05-31,59.0,41,50.0,0.0,29.21,29.94,2.7,10,4.6,0,21,5,2009,20095,200921
2,2009-05-31,61.0,43,52.0,0.0,29.26,29.93,2.9,9,6.3,0,21,5,2009,20095,200921
1,2009-06-01,65.0,53,57.0,0.44,29.19,29.89,1.2,34,11.1,1,22,6,2009,20096,200922
2,2009-06-01,66.0,54,58.0,0.83,29.25,29.88,1.0,34,10.0,1,22,6,2009,20096,200922
1,2009-06-02,54.0,46,50.0,0.12,29.36,30.09,7.4,3,8.0,1,22,6,2009,20096,200922
2,2009-06-02,56.0,47,51.0,0.06,29.42,30.07,8.3,3,9.2,1,22,6,2009,20096,200922
1,2009-06-03,52.0,39,46.0,0.0,29.42,30.15,10.5,4,10.7,0,22,6,2009,20096,200922
2,2009-06-03,54.0,40,48.0,0.0,29.47,30.13,11.0,2,11.4,0,22,6,2009,20096,200922
1,2009-06-04,55.0,37,48.0,0.0,29.31,30.05,4.7,4,5.9,0,22,6,2009,20096,200922
2,2009-06-04,58.0,38,49.0,0.0,29.36,30.05,5.2,5,6.4,0,22,6,2009,20096,200922
1,2009-06-05,62.0,44,54.0,0.0,29.18,29.91,5.8,26,6.7,0,22,6,2009,20096,200922
2,2009-06-05,64.0,43,54.0,0.0,29.23,29.91,6.3,25,7.2,0,22,6,2009,20096,200922
1,2009-06-06,57.0,45,50.0,0.02,29.2,29.93,6.2,5,7.7,0,22,6,2009,20096,200922
2,2009-06-06,61.0,48,53.0,0.005,29.26,29.92,4.7,3,7.2,1,22,6,2009,20096,200922
1,2009-06-07,63.0,53,57.0,0.04,29.14,29.87,2.7,8,6.9,1,22,6,2009,20096,200922
2,2009-06-07,65.0,54,59.0,0.005,29.21,29.86,1.5,11,7.7,1,22,6,2009,20096,200922
1,2009-06-08,66.0,60,63.0,0.45,29.06,29.77,5.9,24,9.2,1,23,6,2009,20096,200923
2,2009-06-08,69.0,61,65.0,0.3,29.11,29.76,6.4,25,10.0,1,23,6,2009,20096,200923
1,2009-06-09,61.0,53,56.0,0.005,29.23,29.94,4.0,6,6.3,1,23,6,2009,20096,200923
2,2009-06-09,62.0,53,56.0,0.005,29.29,29.94,6.4,8,7.9,1,23,6,2009,20096,200923
1,2009-06-10,61.0,49,53.0,0.01,29.15,29.89,8.0,5,8.7,1,23,6,2009,20096,200923
2,2009-06-10,61.0,50,55.0,0.04,29.21,29.88,8.5,4,9.2,1,23,6,2009,20096,200923
1,2009-06-11,59.0,51,54.0,0.01,29.11,29.83,10.2,3,10.3,1,23,6,2009,20096,200923
2,2009-06-11,57.0,53,54.0,1.14,29.17,29.82,8.8,1,9.0,1,23,6,2009,20096,200923
1,2009-06-12,62.0,49,55.0,0.005,29.24,29.95,4.4,7,5.8,1,23,6,2009,20096,200923
2,2009-06-12,61.0,49,55.0,0.005,29.3,29.95,5.0,6,6.7,0,23,6,2009,20096,200923
1,2009-06-13,61.0,51,55.0,0.33,29.28,30.0,5.9,5,6.7,1,23,6,2009,20096,200923
2,2009-06-13,61.0,52,55.0,0.31,29.34,29.99,7.2,4,7.6,1,23,6,2009,20096,200923
1,2009-06-14,64.0,48,57.0,0.0,29.29,30.01,4.5,4,4.7,0,23,6,2009,20096,200923
2,2009-06-14,65.0,50,57.0,0.0,29.34,30.0,5.1,5,5.8,0,23,6,2009,20096,200923
1,2009-06-15,67.0,49,58.0,0.0,29.28,30.01,5.5,9,6.4,0,24,6,2009,20096,200924
2,2009-06-15,69.0,49,58.0,0.0,29.34,29.99,7.4,9,7.7,0,24,6,2009,20096,200924
1,2009-06-16,65.0,55,60.0,1.23,29.15,29.89,11.2,10,11.8,1,24,6,2009,20096,200924
2,2009-06-16,68.0,57,61.0,1.07,29.21,29.87,10.3,11,10.7,1,24,6,2009,20096,200924
1,2009-06-17,66.0,59,62.0,0.0,29.16,29.88,3.0,36,6.2,1,24,6,2009,20096,200924
2,2009-06-17,68.0,60,63.0,0.0,29.21,29.87,2.6,34,6.7,1,24,6,2009,20096,200924
1,2009-06-18,71.0,63,67.0,0.12,29.08,29.97,6.7,16,7.9,1,24,6,2009,20096,200924
2,2009-06-18,72.0,64,67.0,0.11,29.15,29.79,3.7,17,5.8,1,24,6,2009,20096,200924
1,2009-06-19,76.0,67,69.0,3.97,28.97,29.7,7.2,18,11.6,1,24,6,2009,20096,200924
2,2009-06-19,77.0,68,70.0,0.87,29.03,29.68,6.3,18,10.5,1,24,6,2009,20096,200924
1,2009-06-20,78.0,65,70.0,0.0,29.08,29.76,8.3,29,8.6,0,24,6,2009,20096,200924
2,2009-06-20,79.0,65,70.0,0.0,29.13,29.74,8.3,28,8.6,0,24,6,2009,20096,200924
1,2009-06-21,77.0,63,68.0,0.01,29.12,29.82,2.8,7,3.9,0,24,6,2009,20096,200924
2,2009-06-21,79.0,64,69.0,0.005,29.17,29.8,3.3,9,3.5,1,24,6,2009,20096,200924
1,2009-06-22,79.0,67,71.0,0.09,29.09,29.79,4.0,11,5.6,1,25,6,2009,20096,200925
2,2009-06-22,80.0,67,71.0,0.06,29.15,29.77,5.3,12,7.2,1,25,6,2009,20096,200925
1,2009-06-23,83.0,69,73.0,0.0,29.16,29.87,1.8,14,3.5,0,25,6,2009,20096,200925
2,2009-06-23,84.0,68,73.0,0.0,29.22,29.85,2.8,13,4.5,0,25,6,2009,20096,200925
1,2009-06-24,85.0,68,73.0,0.04,29.16,29.87,1.9,22,5.8,1,25,6,2009,20096,200925
2,2009-06-24,83.0,68,73.0,0.78,29.21,29.85,2.1,23,4.3,1,25,6,2009,20096,200925
1,2009-06-25,85.0,69,73.0,0.005,29.08,29.8,2.4,32,4.9,0,25,6,2009,20096,200925
2,2009-06-25,85.0,68,73.0,0.0,29.15,29.77,1.8,26,4.6,0,25,6,2009,20096,200925
1,2009-06-26,78.0,60,61.0,0.0,29.28,29.85,6.4,4,8.2,0,25,6,2009,20096,200925
2,2009-06-26,79.0,61,67.0,0.0,29.2,29.83,6.4,4,8.0,0,25,6,2009,20096,200925
1,2009-06-27,76.0,61,67.0,0.3,29.1,29.82,5.1,21,6.9,1,25,6,2009,20096,200925
2,2009-06-27,79.0,60,67.0,0.05,29.18,29.8,6.0,22,6.9,1,25,6,2009,20096,200925
1,2009-06-28,75.0,53,62.0,0.0,29.0,29.73,13.2,29,13.6,0,25,6,2009,20096,200925
2,2009-06-28,76.0,53,62.0,0.0,29.08,29.71,14.1,29,14.6,0,25,6,2009,20096,200925
1,2009-06-29,70.0,54,61.0,0.0,28.89,29.6,12.2,30,12.7,0,26,6,2009,20096,200926
2,2009-06-29,72.0,54,61.0,0.0,28.95,29.59,13.4,30,14.1,0,26,6,2009,20096,200926
1,2009-06-30,63.0,53,57.0,0.0,28.95,29.65,8.9,30,9.1,0,26,6,2009,20096,200926
2,2009-06-30,65.0,53,58.0,0.0,29.0,29.64,8.1,30,8.3,0,26,6,2009,20096,200926
1,2009-07-01,61.0,52,56.0,0.005,29.07,29.77,8.2,32,8.7,1,26,7,2009,20097,200926
2,2009-07-01,61.0,54,57.0,0.02,29.13,29.76,6.6,31,7.4,1,26,7,2009,20097,200926
1,2009-07-02,66.0,54,60.0,0.0,29.26,29.95,8.4,31,8.8,0,26,7,2009,20097,200926
2,2009-07-02,67.0,55,60.0,0.0,29.31,29.94,5.7,31,7.6,0,26,7,2009,20097,200926
1,2009-07-03,71.0,56,62.0,0.0,29.36,30.06,1.2,34,5.8,0,26,7,2009,20097,200926
2,2009-07-03,71.0,56,62.0,0.0,29.41,30.05,1.8,2,6.5,0,26,7,2009,20097,200926
1,2009-07-04,64.0,58,61.0,0.2,29.26,29.99,1.8,13,3.8,1,26,7,2009,20097,200926
2,2009-07-04,66.0,58,62.0,0.12,29.31,29.98,3.4,14,4.7,1,26,7,2009,20097,200926
1,2009-07-05,69.0,58,63.0,0.05,29.2,29.92,0.7,34,2.4,1,26,7,2009,20097,200926
2,2009-07-05,72.0,59,64.0,0.03,29.25,29.9,0.3,36,2.6,1,26,7,2009,20097,200926
1,2009-07-06,73.0,54,62.0,0.0,29.14,29.86,7.5,31,7.8,0,27,7,2009,20097,200927
2,2009-07-06,74.0,54,63.0,0.0,29.2,29.84,4.2,30,5.5,0,27,7,2009,20097,200927
1,2009-07-07,68.0,54,60.0,0.005,29.18,29.89,5.9,7,7.0,1,27,7,2009,20097,200927
2,2009-07-07,71.0,55,61.0,0.0,29.24,29.88,5.9,7,7.5,0,27,7,2009,20097,200927
1,2009-07-08,63.0,56,59.0,0.06,29.28,29.99,6.8,6,7.0,1,27,7,2009,20097,200927
2,2009-07-08,65.0,55,59.0,0.17,29.34,29.98,7.0,8,7.4,1,27,7,2009,20097,200927
1,2009-07-09,69.0,57,63.0,0.0,29.35,30.07,5.8,11,6.9,0,27,7,2009,20097,200927
2,2009-07-09,72.0,58,64.0,0.0,29.41,30.05,6.5,10,7.3,0,27,7,2009,20097,200927
1,2009-07-10,73.0,64,67.0,0.08,29.34,30.06,4.4,21,4.9,1,27,7,2009,20097,200927
2,2009-07-10,76.0,65,68.0,0.12,29.41,30.04,3.6,21,4.6,1,27,7,2009,20097,200927
1,2009-07-11,74.0,59,65.0,0.25,29.34,30.04,4.8,31,7.0,1,27,7,2009,20097,200927
2,2009-07-11,77.0,60,67.0,1.12,29.39,30.02,5.9,29,7.6,1,27,7,2009,20097,200927
1,2009-07-12,70.0,51,60.0,0.0,29.35,30.07,2.9,29,5.7,0,27,7,2009,20097,200927
2,2009-07-12,71.0,50,60.0,0.0,29.41,30.05,1.9,33,5.2,0,27,7,2009,20097,200927
1,2009-07-13,70.0,46,57.0,0.0,29.36,30.07,4.8,7,5.8,0,28,7,2009,20097,200928
2,2009-07-13,72.0,48,59.0,0.0,29.41,30.05,5.8,7,7.4,0,28,7,2009,20097,200928
1,2009-07-14,68.0,51,59.0,0.0,29.34,30.07,6.7,16,7.5,0,28,7,2009,20097,200928
2,2009-07-14,71.0,49,60.0,0.0,29.41,30.06,7.5,16,7.7,0,28,7,2009,20097,200928
1,2009-07-15,75.0,62,67.0,0.68,29.18,29.9,10.0,24,12.4,1,28,7,2009,20097,200928
2,2009-07-15,77.0,62,67.0,0.32,29.23,29.88,10.0,25,13.8,1,28,7,2009,20097,200928
1,2009-07-16,72.0,56,62.0,0.005,29.17,29.89,9.9,28,10.8,0,28,7,2009,20097,200928
2,2009-07-16,74.0,57,63.0,0.17,29.23,29.88,9.6,28,10.3,0,28,7,2009,20097,200928
1,2009-07-17,64.0,51,56.0,0.0,29.15,29.87,10.6,30,10.8,0,28,7,2009,20097,200928
2,2009-07-17,64.0,52,57.0,0.005,29.21,29.86,10.1,29,10.4,1,28,7,2009,20097,200928
1,2009-07-18,65.0,52,57.0,0.0,29.31,30.01,8.1,31,8.2,0,28,7,2009,20097,200928
2,2009-07-18,66.0,52,58.0,0.0,29.36,30.0,6.6,32,7.1,0,28,7,2009,20097,200928
1,2009-07-19,64.0,52,58.0,0.0,29.39,30.11,1.3,36,4.0,0,28,7,2009,20097,200928
2,2009-07-19,67.0,53,59.0,0.0,29.45,30.1,1.4,4,4.6,0,28,7,2009,20097,200928
1,2009-07-20,66.0,55,60.0,0.0,29.36,30.09,5.1,9,5.5,0,29,7,2009,20097,200929
2,2009-07-20,68.0,56,61.0,0.0,29.42,30.08,6.2,10,6.5,0,29,7,2009,20097,200929
1,2009-07-21,69.0,57,62.0,0.04,29.28,30.01,3.1,13,5.8,1,29,7,2009,20097,200929
2,2009-07-21,73.0,56,63.0,0.0,29.33,29.99,4.9,14,6.3,0,29,7,2009,20097,200929
1,2009-07-22,71.0,61,64.0,0.005,29.23,29.95,3.5,3,5.0,1,29,7,2009,20097,200929
2,2009-07-22,73.0,59,64.0,0.0,29.28,29.93,2.8,11,5.9,1,29,7,2009,20097,200929
1,2009-07-23,72.0,58,63.0,0.0,29.21,29.93,2.6,32,5.0,1,29,7,2009,20097,200929
2,2009-07-23,71.0,60,64.0,0.1,29.26,29.91,1.7,1,6.0,1,29,7,2009,20097,200929
1,2009-07-24,72.0,59,64.0,0.14,29.08,29.83,8.9,23,9.8,1,29,7,2009,20097,200929
2,2009-07-24,73.0,60,65.0,0.19,29.14,29.82,8.7,23,9.6,1,29,7,2009,20097,200929
1,2009-07-25,74.0,58,64.0,0.0,29.02,29.73,10.6,28,11.1,0,29,7,2009,20097,200929
2,2009-07-25,74.0,59,65.0,0.005,29.08,29.71,10.8,27,11.5,0,29,7,2009,20097,200929
1,2009-07-26,73.0,58,64.0,0.005,29.13,29.82,8.0,29,8.6,1,29,7,2009,20097,200929
2,2009-07-26,73.0,59,65.0,0.0,29.18,29.8,9.1,29,9.4,0,29,7,2009,20097,200929
1,2009-07-27,74.0,61,66.0,0.02,29.13,29.86,9.3,23,10.1,1,30,7,2009,20097,200930
2,2009-07-27,75.0,61,67.0,0.03,29.21,29.85,9.2,23,9.6,1,30,7,2009,20097,200930
1,2009-07-28,75.0,60,66.0,0.01,29.08,29.78,6.4,28,8.0,1,30,7,2009,20097,200930
2,2009-07-28,77.0,62,67.0,0.01,29.13,29.77,6.5,28,7.7,0,30,7,2009,20097,200930
1,2009-07-29,72.0,51,59.0,0.0,29.13,29.84,4.2,35,7.1,0,30,7,2009,20097,200930
2,2009-07-29,73.0,52,61.0,0.0,29.19,29.82,3.8,3,7.1,0,30,7,2009,20097,200930
1,2009-07-30,69.0,57,62.0,0.005,29.15,29.85,4.4,23,5.5,0,30,7,2009,20097,200930
2,2009-07-30,73.0,57,63.0,0.005,29.2,29.84,4.9,24,6.3,0,30,7,2009,20097,200930
1,2009-07-31,70.0,54,61.0,0.0,29.23,29.94,6.2,26,7.3,0,30,7,2009,20097,200930
2,2009-07-31,72.0,55,62.0,0.0,29.29,29.92,5.9,27,6.7,0,30,7,2009,20097,200930
1,2009-08-01,68.0,59,62.0,0.005,29.18,29.91,11.6,22,11.4,1,30,8,2009,20098,200930
2,2009-08-01,69.0,59,63.0,0.01,29.24,29.9,10.6,23,10.5,0,30,8,2009,20098,200930
1,2009-08-02,68.0,51,59.0,0.0,29.2,29.93,6.8,25,9.6,0,30,8,2009,20098,200930
2,2009-08-02,69.0,52,59.0,0.0,29.26,29.92,6.2,26,8.4,0,30,8,2009,20098,200930
1,2009-08-03,76.0,60,66.0,0.07,29.1,29.82,12.2,21,12.4,0,31,8,2009,20098,200931
2,2009-08-03,77.0,61,66.0,0.06,29.17,29.81,11.0,21,11.3,1,31,8,2009,20098,200931
1,2009-08-04,76.0,61,67.0,0.0,29.17,29.87,2.5,2,5.8,1,31,8,2009,20098,200931
2,2009-08-04,78.0,63,68.0,0.0,29.21,29.85,1.8,5,6.2,1,31,8,2009,20098,200931
1,2009-08-05,70.0,54,61.0,0.0,29.34,30.05,2.9,6,4.2,0,31,8,2009,20098,200931
2,2009-08-05,73.0,56,63.0,0.0,29.4,30.03,3.8,6,5.6,0,31,8,2009,20098,200931
1,2009-08-06,71.0,51,60.0,0.0,29.39,30.09,1.4,6,5.4,0,31,8,2009,20098,200931
2,2009-08-06,72.0,51,60.0,0.0,29.44,30.08,3.4,9,5.5,0,31,8,2009,20098,200931
1,2009-08-07,69.0,59,63.0,0.33,29.36,30.09,7.3,15,7.8,1,31,8,2009,20098,200931
2,2009-08-07,71.0,59,63.0,0.23,29.41,30.08,6.4,15,7.2,1,31,8,2009,20098,200931
1,2009-08-08,79.0,70,73.0,0.02,29.2,29.92,12.9,21,13.6,1,31,8,2009,20098,200931
2,2009-08-08,79.0,70,73.0,0.08,29.26,29.92,12.2,21,12.8,1,31,8,2009,20098,200931
1,2009-08-09,84.0,71,74.0,0.18,29.23,29.94,11.6,23,12.9,0,31,8,2009,20098,200931
2,2009-08-09,85.0,72,75.0,0.02,29.29,29.92,11.1,23,12.3,0,31,8,2009,20098,200931
1,2009-08-10,78.0,65,69.0,0.0,29.24,29.95,6.9,26,7.2,0,32,8,2009,20098,200932
2,2009-08-10,79.0,66,70.0,0.0,29.31,29.94,8.3,26,8.9,0,32,8,2009,20098,200932
1,2009-08-11,72.0,61,66.0,0.0,29.3,30.0,6.3,2,8.0,0,32,8,2009,20098,200932
2,2009-08-11,73.0,62,66.0,0.0,29.36,29.98,6.1,2,8.7,0,32,8,2009,20098,200932
1,2009-08-12,72.0,55,62.0,0.0,29.39,30.09,3.7,4,5.9,0,32,8,2009,20098,200932
2,2009-08-12,73.0,56,63.0,0.0,29.44,30.07,5.5,5,7.0,0,32,8,2009,20098,200932
1,2009-08-13,73.0,55,63.0,0.0,29.38,30.1,1.5,14,3.8,0,32,8,2009,20098,200932
2,2009-08-13,75.0,55,63.0,0.0,29.44,30.09,2.0,16,4.0,0,32,8,2009,20098,200932
1,2009-08-14,76.0,59,66.0,0.0,29.38,30.1,5.4,21,5.7,0,32,8,2009,20098,200932
2,2009-08-14,78.0,59,66.0,0.0,29.44,30.08,6.3,21,6.5,0,32,8,2009,20098,200932
1,2009-08-15,78.0,61,67.0,0.0,29.32,30.04,8.7,19,8.9,0,32,8,2009,20098,200932
2,2009-08-15,80.0,61,68.0,0.0,29.38,30.02,8.3,19,8.7,0,32,8,2009,20098,200932
1,2009-08-16,79.0,67,70.0,0.63,29.27,29.99,9.5,20,10.2,1,32,8,2009,20098,200932
2,2009-08-16,81.0,68,71.0,0.27,29.34,29.97,9.3,21,10.1,1,32,8,2009,20098,200932
1,2009-08-17,77.0,68,70.0,0.33,29.28,30.0,4.6,22,5.8,1,33,8,2009,20098,200933
2,2009-08-17,77.0,68,71.0,0.59,29.34,29.98,5.1,22,7.5,1,33,8,2009,20098,200933
1,2009-08-18,74.0,59,65.0,0.0,29.28,29.99,7.5,27,8.1,0,33,8,2009,20098,200933
2,2009-08-18,75.0,61,66.0,0.0,29.33,29.97,8.0,27,8.3,0,33,8,2009,20098,200933
1,2009-08-19,71.0,60,65.0,0.35,29.08,29.83,5.7,16,8.7,1,33,8,2009,20098,200933
2,2009-08-19,73.0,62,66.0,0.61,29.15,29.82,5.9,16,8.2,1,33,8,2009,20098,200933
1,2009-08-20,71.0,61,65.0,0.07,28.93,29.66,12.1,23,12.5,1,33,8,2009,20098,200933
2,2009-08-20,72.0,61,65.0,0.12,29.0,29.65,12.2,23,12.7,1,33,8,2009,20098,200933
1,2009-08-21,66.0,58,61.0,0.16,29.07,29.75,7.7,27,10.7,1,33,8,2009,20098,200933
2,2009-08-21,67.0,58,61.0,0.05,29.13,29.75,10.1,27,13.2,1,33,8,2009,20098,200933
1,2009-08-22,63.0,52,56.0,0.0,29.31,30.0,7.8,1,9.4,0,33,8,2009,20098,200933
2,2009-08-22,64.0,52,57.0,0.0,29.36,29.99,9.4,36,10.4,0,33,8,2009,20098,200933
1,2009-08-23,65.0,53,58.0,0.0,29.38,30.09,2.7,2,6.4,0,33,8,2009,20098,200933
2,2009-08-23,66.0,55,59.0,0.0,29.44,30.08,3.5,5,7.6,0,33,8,2009,20098,200933
1,2009-08-24,67.0,56,61.0,0.0,29.41,30.13,3.8,21,5.1,0,34,8,2009,20098,200934
2,2009-08-24,68.0,57,62.0,0.0,29.47,30.12,5.0,21,5.7,0,34,8,2009,20098,200934
